,exp_id,peak_id,year,season,host,route1,route2,nation,leaders,sponsor,success1,success2,ascent1,ascent2,claimed,disputed,countries,bc_date,summit_date,summit_time,summit_days,tot_days,term_date,term_reason,term_note,high_point,traverse,ski,parapente,camps,rope,tot_members,summit_members,summiter_deaths,tot_hired,summit_hired,hired_deaths,no_hired,o2_used,o2_none,o2_climb,o2_descent,o2_sleep,o2_medical,o2_taken,o2_unkwn,other_smts,campsites,accidents,achievment,agency,comrte,stdrte,primrte,primmem,peak_name,peak_height
0,TKRG10101,TKRG,2010,Spring,Nepal,E Face-S Ridge,other,USA,David Gottlieb,Takargo 2010,True,False,1,,False,False,,2010-03-06 00:00:00,2010-03-12 00:00:00,1430.0,6,8,2010-03-14 00:00:00,1,,6771,False,False,False,0,0,3,2,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(06/03,4750m),Smt(12/03)",,True,Climb High Himalaya,False,False,False,False,Takargo,6771
1,AMPG10101,AMPG,2010,Spring,Nepal,NE Ridge of Amphu East,other,UK,John Allen,British Amphu Expedition,False,False,0,,False,False,,2010-04-05 00:00:00,  -   -,0.0,0,4,2010-04-09 00:00:00,12,,0,False,False,False,0,0,3,0,0,0,0,0,True,False,True,False,False,False,False,False,False,Attempted Amphu East,"BC(05/04,5100m),Biv.Amphu East(06/04,5600m),Amphu East.xxx(07/04,5900m)",,False,Summit Nepal Trekking,False,False,False,False,Amphu Gyabjen,5630
2,AMAD10101,AMAD,2010,Spring,Nepal,SW Ridge,other,Andorra,Orial Ribas,Andorrans to Ama Dablam,False,False,0,,False,False,,2010-04-05 00:00:00,2010-04-21 00:00:00,0.0,16,17,2010-04-22 00:00:00,4,,6500,False,False,False,0,0,2,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(05/04,4500m),Biv1(07/04,5500m),Biv2(21/04,5800m),C3(22/04,6100m),xxx(21/04,6500m)",,True,Thamserku Trekking,True,False,False,False,Ama Dablam,6814
3,AMAD10102,AMAD,2010,Spring,Nepal,SW Ridge,other,Kazakhstan,Dmitri Suponnikov,Ama Dablam Expedition,True,False,0,,False,False,Russia,2010-04-20 00:00:00,2010-04-27 00:00:00,1600.0,7,10,2010-04-30 00:00:00,1,,6814,False,False,False,3,600,2,1,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(20/04,5300m),C1(21/04,5800m),C2(22/04,6000m),C3(23/04,6270m),Smt(27/04)",Ivanova suffered from breathing difficulty,True,Durga Tamang (Himalayan Guides pmt),True,False,False,False,Ama Dablam,6814
4,AMAD10103,AMAD,2010,Spring,Nepal,SW Ridge,other,Russia,Sergei Kofanov,Media Arts Ama Dablam Expedition,True,False,0,,False,False,Ukraine,2010-04-04 00:00:00,2010-04-10 00:00:00,1600.0,6,9,2010-04-13 00:00:00,1,,6814,False,False,False,3,600,4,4,0,2,0,0,False,False,True,False,False,False,False,False,False,0,"BC(04/04,4000m),ABC(05/04,5100m),C1(06/04,5800m),C2(07/04,5900m),C3(08/04,6300m),Smt(10/04)",,False,Royal Mountain Travel,True,False,False,False,Ama Dablam,6814
5,AMAD10104,AMAD,2010,Spring,Nepal,SW Ridge,other,Russia,Volodymyr Khytrykov,Seven Summits Club Ama Dablam,True,False,0,,False,False,"Canada, Kazakhstan, Ukraine",2010-05-03 00:00:00,2010-05-13 00:00:00,0.0,10,12,2010-05-15 00:00:00,1,,6814,False,False,False,3,0,4,3,0,2,2,0,False,False,True,False,False,False,False,False,False,0,"BC(03/05,4500m),ABC(04/05,5200m),C1(05/05,5780m),C2(11/05,5900m),C3(12/05,6080m),Smt(13/05)","Kovalev pneumonia, hypostasis of lungs",False,Royal Mountain Travel,True,False,False,False,Ama Dablam,6814
6,AMAD10105,AMAD,2010,Spring,Nepal,SW Ridge,other,Russia,Evgeny Voronov,Two Russians on Ama Dablam,True,False,0,,False,False,,2010-04-26 00:00:00,2010-05-02 00:00:00,1600.0,6,9,2010-05-05 00:00:00,1,,6814,False,False,False,2,0,2,2,0,0,0,0,False,False,True,False,False,False,False,False,False,0,"BC(26/04,5450m),ABC(29/04,5450m),C2(30/04,6000m),C3(01/05,6300m),Smt(02/05)",,False,Royal Mountain Travel,True,False,False,False,Ama Dablam,6814
7,AMAD10106,AMAD,2010,Spring,Nepal,SW Ridge,other,Russia,Dmitri Bezruchko,Russian team to Ama Dablam,False,False,0,,False,False,,2010-04-17 00:00:00,2010-04-26 00:00:00,0.0,9,11,2010-04-28 00:00:00,7,,6500,False,False,False,2,80,6,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC(17/04),ABC(19/04,5300m),C2(22/04,6040m),C3(25/04,6400m),xxx(26/04,6500m)",,False,Royal Mountain Travel,True,False,False,False,Ama Dablam,6814
8,AMAD10107,AMAD,2010,Spring,Nepal,SW Ridge,other,France,Mathias Le Douce,Frenchman on Ama Dablam,False,False,0,,False,False,,2010-04-29 00:00:00,2010-05-04 00:00:00,0.0,5,6,2010-05-05 00:00:00,5,,5900,False,False,False,1,0,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC(29/04,4600m),C1(03/05,5600m),xxx(04/05,5900m)",,False,South Asian Treks,True,False,False,False,Ama Dablam,6814
9,AMAD10108,AMAD,2010,Spring,Nepal,SW Ridge,other,USA,Dick Morse,US Ama Dablam and Lhotse Expedition,False,False,0,,False,False,,2010-03-21 00:00:00,2010-04-12 00:00:00,0.0,22,25,2010-04-15 00:00:00,5,,6300,False,False,False,2,800,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False,Attempted Lhotse (LHOT-101-03),"BC(21/03,4700m),C1(01/04,5700m),C2(12/04,6100m),xxx(12/04,6300m)",,False,Peak Promotion,True,False,False,False,Ama Dablam,6814
10,AMAD10109,AMAD,2010,Spring,Nepal,SW Ridge,other,France,Thierry Bonhomme,Ethnic Himalaya Expedition to Ama Dablam,False,False,0,,False,False,,2010-04-17 00:00:00,2010-04-27 00:00:00,0.0,10,13,2010-04-30 00:00:00,8,,6300,False,False,False,2,0,2,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC(17/04,4600m),ABC(19/04,5500m),C2(20/04,6000m),xxx(27/04,6300m)",,False,Dhan Prasad Gurung (Himalayan Guides pmt),True,False,False,False,Ama Dablam,6814
11,AMAD10110,AMAD,2010,Spring,Nepal,SW Ridge,other,Switzerland,Roger Fleming,Swiss-German Duo to Ama Dablam,False,False,0,,False,False,Germany,2010-04-21 00:00:00,2010-04-26 00:00:00,0.0,5,10,2010-05-01 00:00:00,5,,6500,False,False,False,2,0,2,0,0,2,0,0,False,False,True,False,False,False,False,False,False,Climbed Island Peak by all on 18 April,"BC(21/04,4700m),C1(23/04,5800m),C2(24/04,6100m),xxx(26/04,6500m)",,False,Matterhorn Treks (Himalayan Guides pmt),True,False,False,False,Ama Dablam,6814
12,AMAD10111,AMAD,2010,Spring,Nepal,SW Ridge,other,France,Alexandre Du Sartel,Mr. Duss on Ama Dablam,False,False,0,,False,False,,2010-04-14 00:00:00,2010-04-23 00:00:00,0.0,9,11,2010-04-25 00:00:00,8,,6300,False,False,False,2,0,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC(14/04,4650m),C1(16/04,5600m),C2(19/04,6200m),xxx(23/04,6300m)",,False,Himalayan Guides permit,True,False,False,False,Ama Dablam,6814
13,ANN110101,ANN1,2010,Spring,Nepal,N Face,other,Italy,Frank Gasser,,False,False,0,,False,False,,2010-04-16 00:00:00,2010-04-28 00:00:00,0.0,12,15,2010-05-01 00:00:00,7,,5500,False,False,False,2,0,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(16/04,4200m),C1(17/04,5000m),C2(20/04,5500m),xxx(28/04,5500m)",,False,Thamserku Trekking,False,True,False,False,Annapurna I,8091
14,ANN110102,ANN1,2010,Spring,Nepal,N Face,other,Spain,Edurne Pasaban,14 X 8000 Annapurna & Sishapangma Expedition,True,False,51,,False,False,,2010-03-15 00:00:00,2010-04-17 00:00:00,1330.0,33,37,2010-04-21 00:00:00,1,,8091,False,False,False,4,1800,6,4,0,4,3,0,False,False,True,False,False,False,False,False,False,0,"BC(15/03,4200m),C1(17/03,5000m),C2(20/03,5600m),C3(29/03,6400m),C4(16/04,7100m),Smt(17/04)",Latorre's accident,False,Thamserku Trekking,False,True,False,False,Annapurna I,8091
15,ANN110103,ANN1,2010,Spring,Nepal,N Face,other,USA,Nick Rice,Nick Rice on Annapurna,False,False,0,,False,False,,2010-04-05 00:00:00,2010-04-21 00:00:00,0.0,16,26,2010-05-01 00:00:00,6,,6250,False,False,False,2,0,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(05/04,4200m),C1(14/04,4870m),C2(15/04,5565m),xxx(21/04,6250m)",Rice hit by falling ice (stomach trouble earlier),False,Cho Oyu Trekking,False,True,False,False,Annapurna I,8091
16,ANN110104,ANN1,2010,Spring,Nepal,N Face (east of Dutch Rib),other,Spain,Carlos Pauner,Spanish Annapurna I Expedition,True,False,54,,False,False,,2010-03-30 00:00:00,2010-04-27 00:00:00,1600.0,28,33,2010-05-02 00:00:00,1,,8091,False,False,False,4,200,6,3,1,2,2,0,False,False,True,False,False,False,False,False,False,0,"BC(30/03,4200m),C1(03/04,5000m),C2(04/04,5500m),C3(14/04,6500m),C4(26/04,6950m),Smt(27/04)",,False,Thamserku Trekking,False,True,False,False,Annapurna I,8091
17,ANN110105,ANN1,2010,Spring,Nepal,N Face,other,S Korea,Oh Eun-Sun,2010 Oh's Annapurna Expedition,True,False,53,,False,False,,2010-04-04 00:00:00,2010-04-27 00:00:00,1500.0,23,27,2010-05-01 00:00:00,1,,8091,False,False,False,4,400,7,3,0,7,3,0,False,True,False,True,False,False,False,False,False,0,"BC(04/04,4100m),C1(07/04,5100m),C2(17/04,5600m),C3(23/04,6400m),C4(26/04,6500m),Smt(27/04)",,True,Korean Treks & Expeditions,False,True,False,False,Annapurna I,8091
18,ANN110106,ANN1,2010,Spring,Nepal,S Face,other,S Korea,Park Young-Seok,2010's Park's Annapurna South Face Expedition,False,False,0,,False,False,,2010-03-29 00:00:00,2010-04-12 00:00:00,0.0,14,47,2010-05-15 00:00:00,4,,6100,False,False,False,0,0,5,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(29/03,4250m),ABC(07/04,5150m),xxx(12/04,6100m)",Kang's injured knee,False,Villa Everest,False,False,False,False,Annapurna I,8091
19,ANN110107,ANN1,2010,Spring,Nepal,N Face,other,Iran,Amir Hossein Partovinia,Iranian to Annapurna I,False,False,0,,False,False,,2010-04-09 00:00:00,2010-04-13 00:00:00,0.0,4,37,2010-05-16 00:00:00,5,,6370,False,False,False,3,200,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(09/04,4025m),C1(11/04,5200m),C2(12/04,5750m),C3(13/04,6770m),xxx(13/04,6370m)","Avalanche, bruised body",False,Prestige Adventure,False,True,False,False,Annapurna I,8091
20,ANN110108,ANN1,2010,Spring,Nepal,N Face via different lines above C4,other,Poland,Piotr Pustelnik,International Expedition to Pumori & Annapurna I,True,False,51,,False,False,"Portugal, Romania, Russia, Slovakia, Spain",2010-04-10 00:00:00,2010-04-17 00:00:00,1330.0,7,21,2010-05-01 00:00:00,1,,8091,False,False,False,0,0,9,7,0,0,0,0,True,True,False,True,True,False,True,False,False,Attempted Pumori (PUMO-101-03),"BC(10/04,4200m),C1(5200m),C2(5600m),C3(6400m),C4(6970m),Smt(17,27/04)",,False,Cho Oyu Trekking,False,True,False,False,Annapurna I,8091
21,ANN110109,ANN1,2010,Spring,Nepal,N Face (German route),other,Ecuador,Santiago Quintero,Ecuadorian Annapurna Expedition,False,False,0,,False,False,,2010-04-16 00:00:00,2010-04-25 00:00:00,0.0,9,31,2010-05-17 00:00:00,7,,6550,False,False,False,3,50,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC(16/04,4400m),C1(17/04,5000m),C2(17/04,5600m),C3(23/04,6550m),xxx(25/04,6550m)",,False,Thamserku Trekking,False,True,False,False,Annapurna I,8091
22,ANN310101,ANN3,2010,Spring,Nepal,SE Ridge,other,UK,Nick Bullock,British Annapurna III Southeast Ridge Expedition,False,False,0,,False,False,,  -   -,  -   -,0.0,0,0,  -   -,11,,0,False,False,False,0,0,2,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,,,False,Loben Expeditions,False,False,False,False,Annapurna III,7555
23,APIM10101,APIM,2010,Spring,Nepal,NW Ridge,other,Switzerland,Diego Wellig,Swiss Api Himal Expedition,False,False,0,,False,False,,2010-04-18 00:00:00,2010-05-01 00:00:00,0.0,13,16,2010-05-04 00:00:00,4,,6500,False,False,False,2,350,3,0,0,4,0,0,False,False,True,False,False,False,False,False,False,0,"BC(18/04,4300m),C1(21/04,5300m),C2(26/04,6050m),xxx(01/05,6500m)",,False,Active Holiday Nepal Treks,False,False,False,False,Api Main,7132
24,BARU10101,BARU,2010,Spring,Nepal,SE Ridge,other,USA,Ben Clark,Ski the Himalayas,False,False,0,,False,False,,2010-04-22 00:00:00,2010-04-25 00:00:00,0.0,3,10,2010-05-02 00:00:00,6,,6240,False,False,False,1,0,3,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(22/04,5420m),C1(25/04,6240m),xxx(25/04,6240m)",,False,Mountain Tribes Trekking,False,False,False,False,Baruntse,7152
25,BHRS10101,BHRS,2010,Spring,Nepal,N Ridge,other,France,Paulo Grobel,Tirawa Bhrikuti Expedition,True,False,3,,False,False,,2010-03-16 00:00:00,2010-03-18 00:00:00,800.0,2,3,2010-03-19 00:00:00,1,,6361,False,False,False,1,0,10,7,0,3,2,0,False,False,True,False,False,False,False,False,False,0,"BC(16/03,5450m),C1(17/03,5800m),Smt(18/03)",,False,Himalayan Society,False,False,False,False,Bhrikuti Shail,6361
26,BHRS10102,BHRS,2010,Spring,Nepal,S Face,other,Netherlands,Robert Eckhardt,Dutch Expedition to Bhrikuti Sail,True,False,4,,False,False,,  -   -,2010-05-15 00:00:00,1300.0,0,0,  -   -,1,,6361,False,False,False,0,0,5,4,0,3,3,0,False,False,True,False,False,False,False,False,False,Climbed Saribung,"BC(5000m),ABC(5240m),Smt(15-16/05)",,False,Summit Nepal Trekking,False,False,False,False,Bhrikuti Shail,6361
27,CHOY10101,CHOY,2010,Spring,China,NW side,other,Australia,Gregory Miller,,False,False,0,,False,False,,2010-04-11 00:00:00,2010-04-26 00:00:00,0.0,15,28,2010-05-09 00:00:00,7,,7200,False,False,False,1,0,1,0,0,1,0,0,False,False,True,False,False,False,False,True,False,0,"BC(11/04,4900m),ABC(14/04,5500m),C1(18/04,6400m),xxx(26/04,7200m)",,False,Solukhumbu Treks/Asian Trekking,True,True,False,False,Cho Oyu,8188
28,CHOY10102,CHOY,2010,Spring,China,NW side,other,Bulgaria,Rumen Metodiev,Bulgarian on Cho Oyu,False,False,0,,False,False,,2010-04-11 00:00:00,2010-04-22 00:00:00,0.0,11,28,2010-05-09 00:00:00,8,,6500,False,False,False,1,0,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(11/04,4900m),ABC(19/04,5500m),C1(20/04,6400m),xxx(22/04,6500m)",,False,Asian Trekking,True,True,False,False,Cho Oyu,8188
29,CHOY10103,CHOY,2010,Spring,China,NW side,other,Canada,Sebastien La Pointe,Asian Trekking Everest North 2010,False,False,0,,False,False,,2010-04-11 00:00:00,2010-05-06 00:00:00,0.0,25,28,2010-05-09 00:00:00,8,,7500,False,False,False,2,0,2,0,0,0,0,0,True,False,True,False,False,False,False,True,False,0,"BC(11/04,4900m),ABC(14/04,5500m),C1(20/04,6400m),C2(04/05,7100m),xxx(06/05,7500m)",,False,Asian Trekking,True,True,False,False,Cho Oyu,8188
30,CHOY10104,CHOY,2010,Spring,China,NW side,other,Malaysia,Ravichandran Tharumalingam,Malaysian on Cho Oyu,False,False,0,,False,False,,2010-04-11 00:00:00,2010-05-03 00:00:00,0.0,22,28,2010-05-09 00:00:00,8,,7100,False,False,False,1,0,1,0,0,1,0,0,False,False,True,False,False,False,False,True,False,0,"BC(11/04,4900m),ABC(14/04,5500m),C1(20/04,6400m),xxx(03/05,7100m)",,False,Asian Trekking,True,True,False,False,Cho Oyu,8188
31,CHOY10105,CHOY,2010,Spring,China,NW side,other,Argentina,Jorge Eduardo Gonzalez,Argentinians to Cho Oyu,False,False,0,,False,False,,2010-04-13 00:00:00,2010-04-28 00:00:00,0.0,15,31,2010-05-14 00:00:00,8,,7000,False,False,False,2,0,2,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(13/04,4900m),ABC(16/04,5500m),C1(25/04,6400m),C2(28/04,7000m),xxx(28/04,7000m)",,False,Prestige Adventure,True,True,False,False,Cho Oyu,8188
32,CHOY10106,CHOY,2010,Spring,China,NW side,other,Austria,Christian Schnoell,Austrian Cho Oyu Expedition 2010,False,False,0,,False,False,,2010-04-23 00:00:00,2010-05-04 00:00:00,0.0,11,23,2010-05-16 00:00:00,4,,7100,False,False,False,1,0,5,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(23/04,4900m),ABC(26/04,5500m),C1(03/05,6400m),xxx(04/05,7100m)",,False,Asian Trekking,True,True,False,False,Cho Oyu,8188
33,CHOY10107,CHOY,2010,Spring,China,NW side,other,Switzerland,Erwin Jacomet,Alpinus Cho Oyu Expedition,False,False,0,,False,False,Germany,2010-04-19 00:00:00,2010-04-30 00:00:00,0.0,11,25,2010-05-14 00:00:00,4,,7100,False,False,False,2,0,5,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC(19/04,5000m),ABC(22/04,5500m),C1(25/04,6400m),C2(30/04,7100m),xxx(30/04,7100m)",,False,Prestige Adventure,True,True,False,False,Cho Oyu,8188
34,CHOY10108,CHOY,2010,Spring,China,NW side,other,Spain,Javier Bermejo,Aoiz Cho Oyu 2010,False,False,0,,False,False,,2010-04-17 00:00:00,2010-04-28 00:00:00,0.0,11,27,2010-05-14 00:00:00,4,,6800,False,False,False,2,0,5,0,0,2,0,0,False,False,True,False,False,False,False,False,False,0,"BC(17/04,4900m),ABC(21/04,5500m),C1(26/04,6400m),C1.5(28/04,6800m),xxx(28/04,6800m)",,False,Thamserku Trekking,True,True,False,False,Cho Oyu,8188
35,CHOY10109,CHOY,2010,Spring,China,NW side,other,USA,Eric Remza,International Mountain Guides (IMG) Cho Oyu Expedition 2010,True,False,0,,False,False,Australia,2010-04-13 00:00:00,2010-05-17 00:00:00,800.0,34,26,2010-05-09 00:00:00,1,,8188,False,False,False,3,1400,8,2,0,2,2,0,False,True,False,True,False,False,False,False,False,0,"BC(13/04,4724m),ABC(17/04,5639m),C1(22/04,6400m),C2(15/05,7040m),C3(16/05,7467m),Smt(17/05)",,False,Beyul Adventure,True,True,False,False,Cho Oyu,8188
36,CHOY10111,CHOY,2010,Spring,China,NW side,other,Italy,Francisco Mich,Italian Cho Oyu Expedition,False,False,0,,False,False,Switzerland,2010-04-25 00:00:00,2010-05-17 00:00:00,0.0,22,32,2010-05-27 00:00:00,4,,8175,False,False,False,2,0,12,0,0,1,0,0,False,True,False,False,False,False,True,False,False,0,"BC(25/04,4835m),ABC(25/04,5700m),C1(03/05,6440m),C2(16/05,7135m),xxx(17/05,8175m)",Fabrizio Defrancesco's cerebral edema; Fabrizio Bartoli ear problems,False,Cho Oyu Trekking,True,True,False,False,Cho Oyu,8188
37,CHOY10112,CHOY,2010,Spring,China,NW side,other,UK,Chris Szymiec,Adventure Peaks Cho Oyu Expedition 2010,True,False,0,,False,False,"Canada, Ireland, Luxembourg",2010-04-30 00:00:00,2010-05-24 00:00:00,700.0,24,27,2010-05-27 00:00:00,1,,8188,False,False,False,3,0,6,3,0,2,2,0,False,True,False,True,True,False,False,False,False,0,"BC(30/04,4900m),ABC(03/05,5700m),C1(08/05,6400m),C2(11/05,7150m),C3(23/05,7500m),Smt(24/05)",,False,Himalayan Guides,True,True,False,False,Cho Oyu,8188
38,CHOY10113,CHOY,2010,Spring,China,NW side,other,S Korea,Kim Jae-Soo,Colon Sport Cho Oyu-Annapurna Expedition,False,False,0,,False,False,,2010-04-07 00:00:00,2010-04-25 00:00:00,0.0,18,20,2010-04-27 00:00:00,4,,8000,False,False,False,3,0,2,0,0,1,0,0,False,False,True,False,False,False,False,False,False,Had permit for Annapurna I,"BC(07/04,4500m),ABC(10/04,5700m),C1(14/04,6400m),C2(23/04,7100m),C3(24/04,7400m),xxx(25/04,8000m)","Frostbite both members noses, Kim's two right toes and fingers (but not serious)",False,Windhorse Trekking,True,True,False,False,Cho Oyu,8188
39,CHOY10114,CHOY,2010,Spring,China,NW side,other,UK,Maximo Kausch,SummitClimb International Cho Oyu Expedition 2010,True,False,0,,False,False,"Australia, Finland, USA",2010-04-30 00:00:00,2010-05-24 00:00:00,1015.0,24,21,2010-05-21 00:00:00,1,,8188,False,False,False,3,70,5,2,0,3,2,0,False,True,False,True,False,False,False,False,False,0,"BC(30/04),ABC(02/05,5700m),C1(06/05,6400m),C2(10/05,7100m),C3(23/05,7520m),Smt(24/05)",,False,Everest Parivar,True,True,False,False,Cho Oyu,8188
40,CHOY10115,CHOY,2010,Spring,China,NW side,other,Russia,Alexander Shismov,Independent on Cho Oyu,False,False,0,,False,False,,2010-04-15 00:00:00,2010-05-04 00:00:00,0.0,19,32,2010-05-17 00:00:00,4,,7200,False,False,False,2,0,1,0,0,1,0,0,False,False,True,False,False,False,False,True,False,0,"BC(15/04,4300m),ABC(19/04,5700m),C1(22/04,6400m),C1.5(02/05,6800m),C2(04/05,7200m),xxx(04/05,7200m)",,False,Kamaz Travels (Monterosa Treks pmt),True,True,False,False,Cho Oyu,8188
41,CHOY10110,CHOY,2010,Spring,China,NW side,other,Spain,Lucia Lopez,Cho Oyu International Expedition,False,False,0,,False,False,,2010-04-14 00:00:00,2010-05-22 00:00:00,0.0,38,42,2010-05-26 00:00:00,4,,8049,False,False,False,3,0,3,0,0,1,0,0,False,False,True,False,False,False,False,True,False,0,"BC(14/04,5000m),ABC(18/04,5700m),C1(24/04,6400m),C1.5(02/05,6800m),C2(28/04,7150m),C3(21/05,7500m),xxx(22/05,8049m)",,False,Monterosa Treks,True,True,False,False,Cho Oyu,8188
42,CHOY10116,CHOY,2010,Spring,China,NW side,other,Russia,Sergei Nikitin,International Cho Oyu Expedition,False,False,0,,False,False,,2010-04-15 00:00:00,2010-05-02 00:00:00,0.0,17,0,  -   -,6,,6800,False,False,False,1,0,1,0,1,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(15/04,4300m),ABC(19/04,5700m),C1(6400m),C1.5(02/05,6800m),xxx(02/05,6800m)",,False,Monterosa Treks,True,True,False,False,Cho Oyu,8188
43,CHOY10301,CHOY,2010,Autumn,China,NW side,other,Italy,Adriano Favre,Valle d'Aosta Campo Base Cho Oyu Expedition,False,False,0,,False,False,,2010-09-07 00:00:00,2010-09-20 00:00:00,0.0,13,23,2010-09-30 00:00:00,5,,7200,False,False,False,2,0,6,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(07/09,4800m),ABC(10/09,5550m),C1(15/09,6400m),C2(20/09,7200m),xxx(20/09,7200m)",,False,Campobase Treks,True,True,False,False,Cho Oyu,8188
44,DHA110101,DHA1,2010,Spring,Nepal,NE Ridge,other,Austria,Stephan Keck,Alpinist at Dhaulagiri Ski Expedition,False,False,0,,False,False,,2010-04-20 00:00:00,2010-04-29 00:00:00,0.0,9,24,2010-05-14 00:00:00,4,,6650,False,False,False,2,0,2,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(20/04,4650m),C1(25/04,5800m),C2(29/04,6650m),xxx(29/04,6650m)",,False,Active Holiday Nepal Treks,False,True,False,False,Dhaulagiri I,8167
45,DHA110102,DHA1,2010,Spring,Nepal,NE Ridge,other,Switzerland,Richard Bolt,Kobler & Partner Dhaulagiri Jubilaeums Expedition 2010,False,False,0,,False,False,"Austria, Germany, Italy",2010-04-21 00:00:00,2010-04-29 00:00:00,0.0,8,34,2010-05-25 00:00:00,5,,6650,False,False,False,2,0,13,0,0,5,0,0,False,False,True,False,False,False,False,False,False,0,"BC(21/04,4650m),C1(25/04,5750m),C2(29/04,6650m),xxx(29/04,6650m)",,False,Active Holiday Nepal Treks,False,True,False,False,Dhaulagiri I,8167
46,DHA110103,DHA1,2010,Spring,Nepal,NE Ridge,other,France,Francois Marsigny,Marsigny Dhaulagiri Expedition,False,False,0,,False,False,,2010-04-25 00:00:00,2010-04-27 00:00:00,0.0,2,4,2010-04-29 00:00:00,5,,5800,False,False,False,1,0,2,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC(25/04,4700m),C1(27/04,5800m),xxx(27/04,5800m)",,False,Thamserku Trekking (Tseringma Treks pmt),False,True,False,False,Dhaulagiri I,8167
47,DHA110104,DHA1,2010,Spring,Nepal,NE Ridge,other,Iran,Mahmoud Shoaei,Dhaulagiri Iranian Expedition,True,False,151,,False,False,,2010-03-26 00:00:00,2010-04-26 00:00:00,1136.0,31,35,2010-04-30 00:00:00,1,,8167,False,False,False,3,1000,12,5,0,4,1,0,False,False,True,False,False,False,False,False,False,0,"BC(26/04,4750m),C1(05/04,5850m),C2(11/04,6800m),C3(25/04,7250m),Smt(26/04)",,True,Thamserku Trekking,False,True,False,False,Dhaulagiri I,8167
48,DHA110105,DHA1,2010,Spring,Nepal,NE Ridge,other,China,Yang Chun-Feng,Chinese Dhaulagiri Expedition,True,False,152,,False,False,,2010-04-18 00:00:00,2010-05-13 00:00:00,1230.0,25,27,2010-05-15 00:00:00,1,,8167,False,False,False,3,1200,9,8,3,9,8,0,False,True,False,True,False,False,False,False,False,Climbed Annapurna I (ANN1-101-11),"BC(18/04,4650m),C1(22/04,5700m),C2(11/05,6700m),C3(12/05,7500m),Smt(13/05)",,False,Tseringma Treks,False,True,False,False,Dhaulagiri I,8167
49,GAUG10201,GAUG,2010,Summer,Nepal,other,other,USA,Peter Athans,,False,False,0,,False,False,,  -   -,  -   -,0.0,0,0,  -   -,11,,0,False,False,False,0,0,6,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,,,False,Sherpa Shangri-La Trekking,False,False,False,False,Gaugiri,6110
50,HIML10101,HIML,2010,Spring,Nepal,W Ridge,other,Peru,Gabriel Filippi,Two to Himlung,False,False,0,,False,False,Canada,2010-04-29 00:00:00,2010-05-02 00:00:00,0.0,3,5,2010-05-04 00:00:00,10,,5800,False,False,False,1,0,2,0,0,0,0,0,True,False,True,False,False,False,False,False,False,"Attempted Everest (EVER-101-75, EVER-101-76)","BC(29/04,4800m),ABC(30/04,5200m),C1(01/05,5500m),xxx(02/05,5800m)",,False,Mountain Tribes Trekking,False,False,False,False,Himlung Himal,7126
51,HIML10102,HIML,2010,Spring,Nepal,SW Ridge,other,S Korea,Lee Sang-Bae,2010 Korea Himalaya Himlung Expedition,False,False,0,,False,False,,2010-04-24 00:00:00,2010-04-30 00:00:00,0.0,6,18,2010-05-12 00:00:00,5,,5900,False,False,False,1,7000,14,0,0,3,0,0,False,False,True,False,False,False,False,False,False,0,"BC(24/04,4800m),C1(27/04,5600m),xxx(30/04,5900m)",,False,Asian Trekking,False,False,False,False,Himlung Himal,7126
52,HIML10103,HIML,2010,Spring,Nepal,SW Ridge,other,Germany,Hans Honold,Kobler & Partner Himlung Expedition 2010,True,False,34,,False,False,Austria,2010-05-07 00:00:00,2010-05-17 00:00:00,1530.0,10,14,2010-05-21 00:00:00,1,,7126,False,False,False,2,200,6,4,0,3,3,0,False,False,True,False,False,False,False,False,False,0,"BC(07/05,4800m),C1(09/05,5400m),C2(14/05,6050m),Smt(17/05)",,False,Active Holiday Nepal Treks,False,False,False,False,Himlung Himal,7126
