,exp_id,peak_id,year,season,host,route1,route2,nation,leaders,sponsor,success1,success2,ascent1,ascent2,claimed,disputed,countries,bc_date,summit_date,summit_time,summit_days,tot_days,term_date,term_reason,term_note,high_point,traverse,ski,parapente,camps,rope,tot_members,summit_members,summiter_deaths,tot_hired,summit_hired,hired_deaths,no_hired,o2_used,o2_none,o2_climb,o2_descent,o2_sleep,o2_medical,o2_taken,o2_unkwn,other_smts,campsites,accidents,achievment,agency,comrte,stdrte,primrte,primmem,peak_name,peak_height
1164,CHOY12114,CHOY,2012,Spring,China,NW side,other,Lithuania,Robertas Noreika,Lithuanian on Cho Oyu,True,False,0,,False,False,,2012-04-16 00:00:00,2012-05-07 00:00:00,1400.0,21,25,2012-05-11 00:00:00,1,,8188,False,False,False,0,0,1,1,0,1,1,0,False,True,False,True,False,False,False,False,False,0,"BC(16/04,5000m),ABC(20/04,5600m),C1(04/05,6350m),C2(06/05,7200m),C3(06/05,7700m),Smt(07/05)",Frostbite left-hand fingers except thumb of Norieka,False,Cultural Treks (Snowy Horizon prmt),True,True,False,False,Cho Oyu,8188
1165,CHOY12115,CHOY,2012,Spring,China,NW side,other,India,Arjun Vajpai,Cho Oyu and Xixibangma Expedition,False,False,0,,False,False,,  -   -,2012-05-04 00:00:00,0.0,0,0,  -   -,7,,7200,False,False,False,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,0,"BC,ABC,C1,C2(04/05,7200m),xxx",,False,Asian Trekking,True,True,False,False,Cho Oyu,8188
1166,CHOY12116,CHOY,2012,Spring,China,NW side,other,Switzerland,Olivier Racine,,False,False,0,,False,False,,  -   -,2012-05-05 00:00:00,0.0,0,0,  -   -,7,,7270,False,False,False,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,0,"BC,ABC(5700m),C1(6400m),C2(7100m),xxx(05/05,7270m)",,False,Makalu Adventure (Snowy Horizon pmt),True,True,False,False,Cho Oyu,8188
1167,MAKA12305,MAKA,2012,Autumn,Nepal,Makalu La-NW Ridge,other,Japan,Kazuyoshi Kondo,,False,False,0,,False,False,,  -   -,2012-10-14 00:00:00,0.0,0,0,  -   -,4,,6750,False,False,False,0,0,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC,ABC,C1,xxx(14/10,6750m)",,False,Bochi Bochi Treks,False,True,False,False,Makalu,8485
1168,AMAD12337,AMAD,2012,Autumn,Nepal,SW Ridge,other,Czech Republic,Karel Roudnicky,,True,False,0,,False,False,Ukraine,  -   -,2012-10-22 00:00:00,0.0,0,0,  -   -,1,,6814,False,False,False,0,0,6,4,0,0,0,0,True,False,True,False,False,False,False,False,False,0,Smt(22/10),,False,Monterosa Treks,True,False,False,False,Ama Dablam,6814
1169,AMAD12338,AMAD,2012,Autumn,Nepal,SW Ridge,other,France,Philippe Margolliet,Arvipa Ama Dablam 2012,False,False,0,,False,False,,  -   -,  -   -,0.0,0,0,  -   -,0,,0,False,False,False,0,0,7,0,0,0,0,0,False,False,True,False,False,False,False,False,False,0,No Smt,,False,Adventure Camps Trekking,True,False,False,False,Ama Dablam,6814
1170,AMAD12339,AMAD,2012,Autumn,Nepal,SW Ridge,other,France,Marie-Helene Rougeron,,True,False,0,,False,False,,  -   -,2012-10-18 00:00:00,1150.0,0,0,  -   -,1,,6814,False,False,False,2,0,1,1,0,2,2,0,False,False,True,False,False,False,False,False,False,0,Smt(18/10),,False,Himalayan Ascent,True,False,False,False,Ama Dablam,6814
1171,AMAD12340,AMAD,2012,Autumn,Nepal,SW Ridge,other,New Zealand,Marty Beare,,True,False,0,,False,False,Australia,2012-10-14 00:00:00,2012-10-26 00:00:00,1130.0,12,16,2012-10-30 00:00:00,1,,6814,False,False,False,3,0,2,2,0,1,1,0,False,False,True,False,False,False,False,False,False,0,"BC(14/10,4700m),C1(5700m),C2(),C3(25/10,6200m),Smt(26/10)",,False,Himalayan Ascent,True,False,False,False,Ama Dablam,6814
1172,AMAD12341,AMAD,2012,Autumn,Nepal,SW Ridge,other,Poland,Ryszard Pawlowski,Patagonia Mountain Agency (PMA) Ama Dablam Expedition 2012,True,False,0,,False,False,,2012-11-12 00:00:00,2012-11-17 00:00:00,1300.0,5,6,2012-11-18 00:00:00,1,,6814,False,False,False,0,0,5,4,0,1,1,0,False,False,True,False,False,False,False,False,False,Summited Island Peak 5-6 Nov,"BC(12/11,4600m),C1(13/11,5700m),C3(16/11,6300m),Smt(17/11)",,False,Asian Trekking,True,False,False,False,Ama Dablam,6814
1173,AMAD12342,AMAD,2012,Autumn,Nepal,SW Ridge,other,Australia,Pat Hollingworth,,True,False,0,,False,False,"Norway, UK",2012-11-10 00:00:00,2012-11-17 00:00:00,1230.0,7,8,2012-11-18 00:00:00,1,,6814,False,False,False,3,0,5,4,0,3,3,0,False,False,True,False,False,False,False,False,False,Summited Lobuje East,"BC(10/11,4600m),C1(14/11,5700m),C2(15/11,6000m),C3(16/11,6300m),Smt(17/11)",,False,Himalayan Ascent,True,False,False,False,Ama Dablam,6814
1174,AMAD12343,AMAD,2012,Autumn,Nepal,SW Ridge,other,Switzerland,Vivien Jean,,True,False,0,,False,False,,  -   -,2012-11-16 00:00:00,0.0,0,0,  -   -,1,,6814,False,False,False,0,0,1,1,0,0,0,0,True,False,False,False,False,False,False,False,False,0,Smt(16/11),,False,Himalayan Ascent,True,False,False,False,Ama Dablam,6814
1175,AMAD12344,AMAD,2012,Autumn,Nepal,SW Ridge,other,Australia,Chris Jensen Burke,A Kiwi to Ama Dablam,True,False,0,,False,False,,2012-11-21 00:00:00,2012-11-29 00:00:00,1230.0,8,9,2012-11-30 00:00:00,1,,6814,False,False,False,0,0,1,1,0,1,1,0,False,False,True,False,False,False,False,False,False,0,"BC(21/11,4700m),C1(22/11,5800m),C2(23/11,6000m),C3(24/11,6250m),Smt(29/11)",,False,Himalayan Ascent,True,False,False,False,Ama Dablam,6814
1176,AMAD12345,AMAD,2012,Autumn,Nepal,SW Ridge,other,Italy,Gaetano Di Blasio,International Ama Dablam 2012,True,False,0,,False,False,,2012-10-23 00:00:00,2012-10-31 00:00:00,0.0,8,11,2012-11-03 00:00:00,1,,6814,False,False,False,2,0,5,4,0,1,1,0,False,False,True,False,False,False,False,False,False,0,"BC(23/10,4480m),C1(25/10,5700m),C2(30/10,5960m),Smt(31/10)",,False,Cultural Treks,True,False,False,False,Ama Dablam,6814
1177,AMAD12346,AMAD,2012,Autumn,Nepal,SW Ridge,other,UK,Benjamin Bradford,Vertical Frontiers Ama Dablam Expedition 2012,True,False,0,,False,False,,2012-10-23 00:00:00,2012-11-04 00:00:00,1130.0,12,14,2012-11-06 00:00:00,1,,6814,False,False,False,2,0,4,3,0,2,1,0,False,False,True,False,False,False,False,False,False,0,"BC(23/10,4700m),C1(27/10,5700m),C2(03/11,6000m),Smt(04/11)",,False,Happy Feet Mountaineers,True,False,False,False,Ama Dablam,6814
1178,AMAD12347,AMAD,2012,Autumn,Nepal,SW Ridge,other,Mongolia,Bayarsaikhan Luvsandorj,Autumn Ama Dablam Expedition 2012,True,False,0,,False,False,"Canada, Netherlands, Norway",  -   -,2012-10-31 00:00:00,830.0,0,0,  -   -,1,,6814,False,False,False,0,0,4,4,0,5,4,0,False,False,True,False,False,False,False,False,False,0,Smt(31/10),,False,Seven Brothers Summiters,True,False,False,False,Ama Dablam,6814
1179,AMAD12348,AMAD,2012,Autumn,Nepal,SW Ridge,other,Norway,Haavard Gjerdset,Peaks of Nepal Ama Dablam Expedition 2012,True,False,0,,False,False,,2012-10-27 00:00:00,2012-11-08 00:00:00,1115.0,12,17,2012-11-13 00:00:00,1,,6814,False,False,False,3,0,12,12,0,7,7,0,False,False,True,False,False,False,False,False,False,0,"BC(26/10,4600m),C1(31/10),C2(01/11,6000m),C3(07/11,6300m),Smt(08,10/11)",,False,Peaks of Nepal,True,False,False,False,Ama Dablam,6814
1180,AMAD12350,AMAD,2012,Autumn,Nepal,SW Ridge,other,Germany,Steffen Hirzel,,True,False,0,,False,False,Australia,2012-11-12 00:00:00,2012-11-19 00:00:00,1145.0,7,9,2012-11-21 00:00:00,1,,6814,False,False,False,3,0,2,2,0,2,2,0,False,False,True,False,False,False,False,False,False,0,"BC(12/11,4400m),ABC(15/11,53000m),C1(16/11,5800m),C2(17/11,6000m),C3(18/11,6300m),Smt(19/11)",,False,Happy Feet Mountaineers,True,False,False,False,Ama Dablam,6814
1181,ARNK12301,ARNK,2012,Autumn,Nepal,SE Ridge?,other,Japan,Satomi Yoshida,Himal-ko Alpine Club Japan Expedition 2012,True,False,4,,False,False,,  -   -,2012-09-17 00:00:00,0.0,0,0,  -   -,1,,6034,False,False,False,0,0,3,3,0,1,1,0,False,False,True,False,False,False,False,False,False,0,Smt(17/09),,False,Sherpa Eco-Treks,False,False,False,False,Arniko Chuli,6034
1182,BARU12310,BARU,2012,Autumn,Nepal,SE Ridge,other,Italy,Johann Hofer,Italian Sudtirol Baruntse Expedition 2012,True,False,0,,False,False,,  -   -,2012-10-31 00:00:00,0.0,0,0,  -   -,1,,7152,False,False,False,0,0,11,9,0,2,2,0,False,False,True,False,False,False,False,False,False,0,Smt(31/10),,False,Monviso Treks,False,False,False,False,Baruntse,7152
1183,HIML12309,HIML,2012,Autumn,Nepal,W Ridge,other,Austria,Johann Winkler,Aruntal Himlung Expedition 2012 Autumn,True,False,44,,False,False,,  -   -,2012-10-28 00:00:00,0.0,0,0,  -   -,1,,7126,False,False,False,0,0,4,3,0,3,3,0,False,False,True,False,False,False,False,False,False,0,Smt(28/10),,False,Seven Summit Treks,False,False,False,False,Himlung Himal,7126
1184,HIML12310,HIML,2012,Autumn,Nepal,W Ridge,other,Austria,Bertram Klehenz,Austrian Himlung Himal Expedition 2012,True,False,40,,False,False,,  -   -,2012-10-20 00:00:00,0.0,0,0,  -   -,1,,7126,False,False,False,0,0,4,1,0,1,1,0,False,False,True,False,False,False,False,False,False,0,Smt(20/10),,False,Himalayan Garden Treks,False,False,False,False,Himlung Himal,7126
1185,MANA12352,MANA,2012,Autumn,Nepal,NE Face,other,Canada,Al Hancock,,True,False,0,,False,False,,2012-09-10 00:00:00,2012-09-29 00:00:00,1030.0,19,21,2012-10-01 00:00:00,1,,8163,False,False,False,0,0,1,1,0,1,1,0,False,True,False,True,False,False,False,False,False,0,"BC(10/09,4800m),C1(15/09,5600m),C2(21/09,6500m),C3(27/09/7100m),C4(28/09,7400m),Smt(29/09)",,False,Seven Summit Treks,True,True,False,False,Manaslu,8163
1186,HIML12311,HIML,2012,Autumn,Nepal,W Ridge,other,USA,Luke Smithwick,Project Himalaya Himlung 2012,False,False,0,,False,False,"Australia, Denmark, Germany",2012-10-02 00:00:00,2012-10-14 00:00:00,0.0,12,0,  -   -,7,,6900,False,False,False,0,0,5,0,0,2,0,0,False,False,True,False,False,False,False,False,False,0,"BC(02/10),C1(06/10,5600m),C2(12/10),C3(13/10),xxx(14/10,6900m)",,False,Happy Feet Mountaineers,False,False,False,False,Himlung Himal,7126
1187,PUTH12304,PUTH,2012,Autumn,Nepal,NE Face,other,Sweden,Eric Edstrom,,False,False,0,,False,False,,  -   -,  -   -,0.0,0,0,  -   -,4,,6000,False,False,False,0,0,2,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC(),C1(5400m),C2(6000m),xxx",,False,Himalayan Ascent,False,False,False,False,Putha Hiunchuli,7246
1188,ANN112116,ANN1,2012,Spring,Nepal,N Face,other,USA,Don Bowie,Bowie to Annapurna I,False,False,0,,False,False,,2012-03-26 00:00:00,2012-04-18 00:00:00,0.0,23,0,  -   -,14,,6400,False,False,False,3,0,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(26/03,4200m),C1(30/03,5000m),C2(01/04,5500m),C3(18/04,6400m),xxx(18/04)",,False,Seven Summit Treks,False,True,False,False,Annapurna I,8091
1189,AMAD12351,AMAD,2012,Autumn,Nepal,SW Ridge,other,France,Jacques Marmet,,False,False,0,,False,False,,  -   -,  -   -,0.0,0,0,  -   -,8,,6200,False,False,False,2,0,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC,C1,C2,xxx(6200m)",,False,Makalu Adventure?,True,False,False,False,Ama Dablam,6814
1190,LUNR12302,LUNR,2012,Autumn,Nepal,W Face of Lunag I,other,USA,David Gottlieb,Lunag I Expedition,False,False,0,,False,False,,2012-10-25 00:00:00,2012-11-06 00:00:00,0.0,12,18,2012-11-12 00:00:00,10,,6450,False,False,False,1,0,2,0,0,0,0,0,True,False,True,False,False,False,False,False,False,Climbed Jobo Rinjang (JOBO-123-01),"BC(25/10,5150m),ABC(26/10,5425m),xxx(06/11,6450m)",,False,Climb High Himalaya,False,False,False,False,Lunag Ri,6895
1191,BARU12311,BARU,2012,Autumn,Nepal,SE Ridge,other,Australia,Soren Ledet,World Expedition 2012 Baruntse Expedition,False,False,0,,False,False,"Denmark, UK",2012-10-19 00:00:00,2012-10-24 00:00:00,0.0,5,7,2012-10-26 00:00:00,5,,6700,False,False,False,0,400,9,0,0,5,0,0,False,False,True,False,False,False,False,False,False,Climbed Mera Central on 16 Oct,"BC(19/10,5450m),C1(22/10,6100m),C2(23/10,6400m),xxx(24/10,6700m)",,False,Highland Excursions,False,False,False,False,Baruntse,7152
1192,JOBO12301,JOBO,2012,Autumn,Nepal,SW Face,other,USA,Chad Kellogg,,True,False,2,,False,False,,2012-10-25 00:00:00,2012-11-11 00:00:00,1200.0,17,18,2012-11-12 00:00:00,1,,6778,False,False,False,0,0,1,1,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(25/10,5150m),ABC(10/11,5030m),Smt(11/11)",,False,Climb High Himalaya?,False,False,False,False,Jobo Rinjang,6778
1193,JOBO12302,JOBO,2012,Autumn,Nepal,SE Spur,other,Switzerland,Xavier Carrard,Swiss Mt. Jobo Rinjang Expedition 2012,False,False,0,,False,False,France,2012-10-19 00:00:00,  -   -,0.0,0,0,  -   -,12,,0,False,False,False,0,0,6,0,0,0,0,0,True,False,True,False,False,False,False,False,False,Climbed Sengjya Nord (5797m),"BC(19/10,5200m),xxx",,False,Expedition Himalaya,False,False,False,False,Jobo Rinjang,6778
1194,PUTH12305,PUTH,2012,Autumn,Nepal,NE Face,other,UK,Simon Lowe,Jagged Globe Putha Hiunchuli Expedition 2012,False,False,0,,False,False,,  -   -,  -   -,0.0,0,0,  -   -,4,,5480,False,False,False,0,0,1,0,0,2,0,0,False,False,True,False,False,False,False,False,False,0,"BC(4920m),C1(5480m),xxx",,False,Summit Nepal Trekking,False,False,False,False,Putha Hiunchuli,7246
1195,AMAD13101,AMAD,2013,Spring,Nepal,SW Ridge,other,Andorra,Oriol Ribas,Andorra Ama Dablam 2013,False,False,0,,False,False,,2013-04-28 00:00:00,2013-05-15 00:00:00,0.0,17,19,2013-05-17 00:00:00,4,,6000,False,False,False,2,0,2,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(28/04,4600m),C1(06/05,5700m),C2(15-16/05,6000m),xxx",Olive Carreras evacuated with pulmonary and cerebral edema,False,Asian Trekking,True,False,False,False,Ama Dablam,6814
1196,AMAD13102,AMAD,2013,Spring,Nepal,SW Ridge,other,Ukraine,Sergiy Sukhyna,Kharkov Club Expedition,False,False,0,,False,False,Russia,2013-04-12 00:00:00,2013-04-14 00:00:00,0.0,2,4,2013-04-16 00:00:00,5,,6000,False,False,False,1,50,7,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(12/04,4600m),C1(13/04,5600m),xxx(14-16/04,6000m)",,False,Marvel Treks,True,False,False,False,Ama Dablam,6814
1197,AMAD13103,AMAD,2013,Spring,Nepal,SW Ridge,other,Russia,Vlodimir Zadokhin,Russian Ama Dablam Expedition,False,False,0,,False,False,,2013-04-17 00:00:00,2013-05-01 00:00:00,0.0,14,16,2013-05-03 00:00:00,8,,5800,False,False,False,1,0,2,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(17/04,4500m),ABC(19/04,5200m),C1(23/04,5600m),xxx(01/05,5800m)",,False,Monterosa Treks,True,False,False,False,Ama Dablam,6814
1198,AMAD13104,AMAD,2013,Spring,Nepal,SW Ridge,other,Sweden,Fredrik Sigekrans,Swedish Ama Dablam Expedition 2013,False,False,0,,False,False,,2013-04-26 00:00:00,2013-05-06 00:00:00,0.0,10,12,2013-05-08 00:00:00,8,,5935,False,False,False,2,0,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC(26/04,4500m),C1(30/04,5780m),C2(06/05,5935m),xxx(06/05,5935m)",,False,Mega Adventures (Snowy Horizon pmt),True,False,False,False,Ama Dablam,6814
1199,AMAD13105,AMAD,2013,Spring,Nepal,SW Ridge,other,Ukraine,Sergei Bershov,Ama Dablam Expedition,False,False,0,,False,False,Russia,2013-05-06 00:00:00,2013-05-10 00:00:00,0.0,4,5,2013-05-11 00:00:00,9,,6200,False,False,False,2,0,8,0,0,0,0,0,True,False,True,False,False,False,False,False,False,Summited Island Peak,"BC(06/05,4500m),C1(07/05,5700m),C2(08/05,5800m),xxx(10/05,6200m)",,False,Marvel Treks,True,False,False,False,Ama Dablam,6814
1200,AMAD13106,AMAD,2013,Spring,Nepal,SW Ridge,other,Germany,Stephan Rink,,False,False,0,,False,False,,2013-04-18 00:00:00,2013-04-27 00:00:00,0.0,9,12,2013-04-30 00:00:00,8,,5900,False,False,False,1,0,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC(18/04,4400m),C1(25/04,5600m),C2(27/04,5900m),xxx(27/04,5900m)",,False,Snowy Horizon Treks,True,False,False,False,Ama Dablam,6814
1201,ANID13101,ANID,2013,Spring,Nepal,E Ridge,other,New Zealand,Rob Frost,New Zealand Anidesh Chuli Expedition 2013,False,False,0,,False,False,USA,2013-04-29 00:00:00,2013-05-04 00:00:00,0.0,5,20,2013-05-19 00:00:00,6,,6500,False,False,False,2,50,4,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"TBC(20/04,4600m),TABC(25/04,5100m),BC(29/04,4800m),C1(27/04,5500m),C2(02/05,6017m),xxx(04/05,6500m)",,False,Dream Himalaya Adventures,False,False,False,False,Anidesh Chuli,6808
1202,BARU13101,BARU,2013,Spring,Nepal,SE Ridge,other,Germany,Olaf Rieck,Leipziger Baruntse Expedition,True,False,0,,False,False,,2013-04-23 00:00:00,2013-05-03 00:00:00,1200.0,10,15,2013-05-08 00:00:00,1,,7152,False,False,False,2,300,4,2,0,0,0,0,True,False,True,False,False,False,False,False,False,Summited Mera Peak,"BC(23/04,5450m),ABC(24/04,5950m),C1(25/04,6150m),C2(01/05,6450m),Smt(03/05)",,False,Multi Adventure,False,False,False,False,Baruntse,7152
1203,CHOY13101,CHOY,2013,Spring,China,NW side,other,Spain,Xavier Juanola,Catalan Cho Oyu Expedition,False,False,0,,False,False,,2013-04-19 00:00:00,2013-05-05 00:00:00,0.0,16,18,2013-05-07 00:00:00,8,,7400,False,False,False,2,0,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"CBC(19/04,4900m),IC(20/04,5300m),ABC(21/04,5700m),C1(26/04,6400m),C2(01/05,7200m),xxx(05/05,7400m)",,False,Monterosa Treks,True,True,False,False,Cho Oyu,8188
1204,CHOY13103,CHOY,2013,Spring,China,NW side,other,Spain,Julio Coloma,A Spaniard to Cho Oyu,False,False,0,,False,False,,2013-04-18 00:00:00,2013-05-06 00:00:00,0.0,18,22,2013-05-10 00:00:00,8,,6900,False,False,False,2,0,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(18/04,4800m),ABC(21/04,5600m),C1(26/04,6400m),C2(06/05,6900m),xxx(06/05,6900m)",,False,Makalu Adventure,True,True,False,False,Cho Oyu,8188
1205,CHOY13104,CHOY,2013,Spring,China,NW side,other,Austria,Ernst Meschik,Austrian Expedition Cho Oyu 2013,False,False,0,,False,False,Germany,2013-04-26 00:00:00,2013-05-10 00:00:00,0.0,14,19,2013-05-15 00:00:00,4,,7513,False,False,False,2,0,6,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC(26/04,4921m),ABC(29/04,5750m),C1(04/05,6417m),C2(09/05,7134m),xxx(10-11/05,7513m)",,False,Thamserku Trekking,True,True,False,False,Cho Oyu,8188
1206,CHOY13105,CHOY,2013,Spring,China,NW side,other,Estonia,Uko Noulik,Uko & Anu Cho Oyu 2013,True,False,0,,False,True,,2013-04-18 00:00:00,2013-05-13 00:00:00,1000.0,25,27,2013-05-15 00:00:00,1,,8188,False,False,False,3,600,2,2,0,1,1,0,False,True,False,True,False,False,False,False,False,0,"BC(18/04,4850m),ABC(21/04,5700m),C1(26/04,6400m),C2(04/05,7200m),C3(12/05,7500m),Smt(13/05)",Anu had frostbite (all fingers first digits),True,Makalu Adventure,True,True,False,False,Cho Oyu,8188
1207,CHOY13106,CHOY,2013,Spring,China,NW side,other,Russia,Ilya Levchenko,Ilya Cho Oyu 2013,False,False,0,,False,False,,2013-04-18 00:00:00,2013-05-01 00:00:00,0.0,13,27,2013-05-15 00:00:00,10,,7200,False,False,False,2,0,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False,0,"BC(18/04,4850m),ABC(21/04,5700m),C1(26/04,6400m),C2(01/05,7200m),xxx(01/05,7200m)",,False,Monterosa Treks,True,True,False,False,Cho Oyu,8188
1208,DHA113101,DHA1,2013,Spring,Nepal,NE Ridge,other,France,Armaud Pasquer,,False,False,0,,False,False,,2013-04-12 00:00:00,2013-04-22 00:00:00,0.0,10,26,2013-05-08 00:00:00,4,,6700,False,False,False,2,400,4,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(12/04,4600m),C1(15/04,5700m),C2(22/04,6500,6700m),xxx(22/04,6700m)",,False,Monterosa Treks,False,True,False,False,Dhaulagiri I,8167
1209,EVER13108,EVER,2013,Spring,Nepal,S Col-SE Ridge,other,UK,Farid Razavi-Mehr,Humbleness Everest Expedition,False,False,0,,False,False,,2013-04-12 00:00:00,2013-04-15 00:00:00,0.0,3,16,2013-04-28 00:00:00,7,,5500,False,False,False,0,0,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(12/04,5300m),xxx(15/04,5500m)",,False,Makalu Adventure (Snowy Horizon pmt),True,True,False,False,Everest,8850
1210,EVER13104,EVER,2013,Spring,China,N Col-NE Ridge,other,Mexico,David Liano,Double Summit to Everest (S & N),True,False,0,,False,False,,2013-05-13 00:00:00,2013-05-19 00:00:00,436.0,6,8,2013-05-21 00:00:00,1,,8850,False,False,False,3,0,1,1,0,1,1,0,False,True,False,True,False,True,False,False,False,Summited Everest south side (EVER-131-05),"BC(13/05,5100m),ABC(14/05,6492m),C1(15/05,7000m),C2(17/05,7700m),C3(18/05,8300m),Smt(19/05)",,True,Asian Trekking,True,True,False,False,Everest,8850
1211,EVER13115,EVER,2013,Spring,Nepal,S Col-SE Ridge,other,USA,Bill Crouse,USA-India Everest 2013,True,False,0,,False,False,India,2013-04-22 00:00:00,2013-05-19 00:00:00,440.0,27,30,2013-05-22 00:00:00,1,,8850,False,False,False,4,0,2,2,0,3,3,0,False,True,False,True,False,True,False,False,False,0,"BC(22/04,5350m),C1(26/04,6000m),C2(28/04,6400m),C3(17/05,7300m),C4(18/05,7900m),Smt(19/05)",,False,Himalayan Guides,True,True,False,False,Everest,8850
1212,EVER13105,EVER,2013,Spring,Nepal,S Col-SE Ridge,other,Mexico,David Liano,Double Summit to Everest (S & N),True,False,0,,False,False,,2013-04-12 00:00:00,2013-05-11 00:00:00,805.0,29,30,2013-05-12 00:00:00,1,,8850,False,False,False,4,0,1,1,0,1,1,0,False,True,False,True,False,True,False,False,False,Summited Lobuje East and Everest north side (EVER-131-04),"BC(12/04,5350m),C1(19/04,6000m),C2(23/04,6400m),C3(29/04,7300m),C4(10/05,7900m),Smt(11/05)",,False,Asian Trekking,True,True,False,False,Everest,8850
1213,EVER13106,EVER,2013,Spring,Nepal,S Col-SE Ridge,other,India,Umesh Zirpe,Giripremi Lhotse Everest 2013,True,False,0,,False,False,,2013-04-12 00:00:00,2013-05-17 00:00:00,745.0,35,39,2013-05-21 00:00:00,1,,8850,False,False,False,4,0,5,3,0,5,4,0,False,True,False,True,False,True,False,False,False,Summited Lhotse (LHOT-131-02),"BC(12/04,5350m),C1(23/04,6100m),C2(28/04,6500m),C3(14/05,7000m),C4(15/05,7900m),Smt(17/05)",,False,Peak Promotion,True,True,False,False,Everest,8850
1214,EVER13107,EVER,2013,Spring,Nepal,S Col-SE Ridge,other,Peru,Richard Hidalgo,Seven Summit Treks Everest Expedition 2013,False,False,0,,False,False,,2013-04-15 00:00:00,2013-05-20 00:00:00,0.0,35,38,2013-05-23 00:00:00,4,,7900,False,False,False,4,0,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,"BC(15/04,5350m),C1(20/04,6000m),C2(21/04,6400m),C3(29/04,7300m),C4(20/05,7900m),xxx(20/05,7900m)",,False,Seven Summit Treks,True,True,False,False,Everest,8850
1215,EVER13109,EVER,2013,Spring,Nepal,S Col-SE Ridge,other,New Zealand,Dean Staples,Adventure Consultants Everest Expedition 2013,True,False,0,,False,False,"Australia, Austria, Iceland, Sweden, USA, Venezuela",2013-04-14 00:00:00,2013-05-19 00:00:00,130.0,35,40,2013-05-24 00:00:00,1,,8850,False,False,False,4,0,14,11,0,24,24,0,False,True,False,True,False,True,False,False,False,Summited Lhotse (LHOT-131-28),"BC(14/04,5350m),C1(24/04,6000m),C2(25/05,6400m),C3(16/05,7200m),C4,17/05,8000m),Smt(19-21/05)",,False,Himalayan Guides,True,True,False,False,Everest,8850
1216,EVER13111,EVER,2013,Spring,China,N Col-NE Ridge,other,China,Wangchen Sonam,Holy Mountain Adventure Everest Expedition 2013,True,False,0,,False,False,,  -   -,2013-05-10 00:00:00,0.0,0,0,  -   -,1,,8850,False,False,False,3,0,25,8,0,29,21,0,False,True,False,True,False,True,False,False,False,0,"Smt(10,17/05)",,False,Holy Mountain Adventure,True,True,False,False,Everest,8850
1217,EVER13112,EVER,2013,Spring,Nepal,S Col-SE Ridge,other,S Africa,Ronnie Muhl,South Africa/USA Everest Expedition,True,False,0,,False,False,"France, India, USA",2013-04-11 00:00:00,2013-05-17 00:00:00,800.0,36,43,2013-05-24 00:00:00,1,,8850,False,False,False,4,0,5,3,0,6,4,0,False,True,False,True,False,True,False,False,False,0,"BC(11/04,5350m),C1(24/04,6000m),C2(25/04,6400m),C3(01/05,7300m),C4(15/05,7900m),Smt(17,21-22/05)",,False,Dream Himalaya Adventures (Dawa from Arun Treks),True,True,False,False,Everest,8850
1218,EVER13113,EVER,2013,Spring,Nepal,S Col-SE Ridge,other,UK,Tim Mosedale,Tim Mosedale's Everest Expedition 2013,True,False,0,,False,False,"Australia, France, Macedonia",2013-04-20 00:00:00,2013-05-13 00:00:00,530.0,23,35,2013-05-25 00:00:00,1,,8850,False,False,False,4,0,7,5,0,6,5,0,False,True,False,True,False,True,False,False,False,0,"BC(20/04,5350m),C1(24/04,6050m),C2(26/04,6400m),C3(10/05,7300m),C4(11/05,7900m),Smt(13,19,23/05)",,False,Himalayan Guides,True,True,False,False,Everest,8850
1219,EVER13114,EVER,2013,Spring,Nepal,S Col-SE Ridge,other,Spain,Carlos Pauner,Spanish Everest 2013,True,False,0,,False,False,Andorra,2013-04-15 00:00:00,2013-05-22 00:00:00,430.0,37,40,2013-05-25 00:00:00,1,,8850,False,False,False,3,0,3,2,0,2,2,0,False,True,False,True,False,True,False,False,False,0,"BC(15/04,5350m),C2(22/04,6400m),C3(04/05,7300m),C4(31/05,7900m),Smt(22/05)",Slight frostbite to Martinez,False,Thamserku Trekking,True,True,False,False,Everest,8850
