exp_id;peak_id;year;season;host;success1;bc_date;summit_date;summit_days;tot_days;term_date;term_reason;high_point;traverse;ski;parapente;camps;rope;tot_members;summit_members;member_deaths;tot_hired;summit_hired;hired_deaths;nohired;o2used;o2none;o2climb;o2descent;o2sleep;o2medical;o2taken;o2unkwn;comrte;stdrte;primrte;primmem;primref;peak_name;height
ANN260101;ANN2;1960;1;1;TRUE;15-03-60;17-05-60;63;0;  -   -;1;7937;FALSE;FALSE;FALSE;6;0;10;2;0;9;1;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN269301;ANN2;1969;3;1;TRUE;25-09-69;22-10-69;27;31;26-10-69;1;7937;FALSE;FALSE;FALSE;6;0;10;2;0;0;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN273101;ANN2;1973;1;1;TRUE;16-03-73;06-05-73;51;0;  -   -;1;7937;FALSE;FALSE;FALSE;5;0;6;1;0;8;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN278301;ANN2;1978;3;1;FALSE;08-09-78;02-10-78;24;27;05-10-78;4;7000;FALSE;FALSE;FALSE;0;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN279301;ANN2;1979;3;1;FALSE;  -   -;18-10-79;0;0;20-10-79;4;7160;FALSE;FALSE;FALSE;0;0;3;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN280101;ANN2;1980;1;1;FALSE;25-03-80;24-04-80;30;37;01-05-80;6;7000;FALSE;FALSE;FALSE;4;0;6;0;1;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN280102;ANN2;1980;1;1;FALSE;09-04-80;08-05-80;29;0;  -   -;6;7250;FALSE;FALSE;FALSE;4;0;7;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN281302;ANN2;1981;3;1;FALSE;04-09-81;23-09-81;19;0;  -   -;4;6400;FALSE;FALSE;FALSE;3;0;19;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN281301;ANN2;1981;3;1;FALSE;04-09-81;11-10-81;37;43;17-10-81;6;7400;FALSE;FALSE;FALSE;5;0;9;0;1;3;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN282301;ANN2;1982;3;1;FALSE;14-09-82;04-10-82;20;24;08-10-82;4;7350;FALSE;FALSE;FALSE;5;700;5;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN283101;ANN2;1983;1;1;FALSE;11-04-83;05-05-83;24;25;  -   -;6;7450;FALSE;FALSE;FALSE;3;0;5;0;1;0;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN283301;ANN2;1983;3;1;TRUE;19-08-83;08-10-83;50;58;16-10-83;1;7937;FALSE;FALSE;FALSE;3;0;5;4;0;3;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN283302;ANN2;1983;3;1;FALSE;01-09-83;08-10-83;37;55;26-10-83;5;7300;FALSE;FALSE;FALSE;5;0;6;0;0;4;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN283401;ANN2;1983;4;1;FALSE;25-11-83;11-12-83;16;20;15-12-83;5;5950;FALSE;FALSE;FALSE;3;0;4;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN284101;ANN2;1984;1;1;FALSE;13-03-84;02-04-84;20;23;05-04-84;5;6000;FALSE;FALSE;FALSE;2;0;3;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN284301;ANN2;1984;3;1;FALSE;23-08-84;03-09-84;11;34;26-09-84;5;5100;FALSE;FALSE;FALSE;0;0;4;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN285301;ANN2;1985;3;1;FALSE;07-09-85;05-10-85;28;34;11-10-85;4;7020;FALSE;FALSE;FALSE;4;0;8;0;0;5;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN286102;ANN2;1986;1;1;FALSE;26-03-86;30-04-86;35;37;02-05-86;4;7000;FALSE;FALSE;FALSE;3;0;7;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN286101;ANN2;1986;1;1;FALSE;23-03-86;04-05-86;42;46;08-05-86;4;7250;FALSE;FALSE;FALSE;5;0;9;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN287301;ANN2;1987;3;1;FALSE;15-09-87;13-10-87;28;36;21-10-87;10;7500;FALSE;FALSE;FALSE;0;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN290301;ANN2;1990;3;1;FALSE;22-09-90;10-10-90;18;20;12-10-90;4;7200;FALSE;FALSE;FALSE;3;0;7;0;0;4;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna II;7937
ANN450201;ANN4;1950;2;1;FALSE;04-06-50;17-06-50;13;0;  -   -;4;7300;FALSE;FALSE;FALSE;4;0;6;0;0;5;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN452301;ANN4;1952;3;1;FALSE;  -   -;  -   -;0;0;  -   -;4;5700;FALSE;FALSE;FALSE;0;0;6;0;0;6;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN453101;ANN4;1953;1;1;FALSE;  -   -;  -   -;0;0;  -   -;12;0;FALSE;FALSE;FALSE;0;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN453301;ANN4;1953;3;1;FALSE;21-10-53;  -   -;0;14;04-11-53;4;7100;FALSE;FALSE;FALSE;6;0;7;0;0;7;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN455101;ANN4;1955;1;1;TRUE;13-05-55;30-05-55;17;0;  -   -;1;7525;FALSE;FALSE;FALSE;4;0;4;3;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN457101;ANN4;1957;1;1;TRUE;16-04-57;05-05-57;19;32;18-05-57;1;7525;FALSE;FALSE;FALSE;4;0;2;2;0;4;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN460101;ANN4;1960;1;1;TRUE;15-03-60;18-05-60;64;0;  -   -;1;7525;FALSE;FALSE;FALSE;5;0;4;3;0;3;3;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;Annapurna IV;7525
ANN469301;ANN4;1969;3;1;TRUE;  -   -;07-10-69;0;0;  -   -;1;7525;FALSE;FALSE;FALSE;4;0;9;1;0;1;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN469302;ANN4;1969;3;1;TRUE;25-09-69;21-10-69;26;31;26-10-69;1;7525;FALSE;FALSE;FALSE;5;0;10;3;0;0;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Annapurna IV;7525
ANN470101;ANN4;1970;1;1;TRUE;  -   -;25-04-70;0;0;  -   -;1;7525;FALSE;FALSE;FALSE;4;0;8;2;0;6;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN474101;ANN4;1974;1;1;TRUE;20-03-74;26-04-74;37;43;02-05-74;1;7525;FALSE;FALSE;FALSE;4;1500;4;4;0;5;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Annapurna IV;7525
ANN478101;ANN4;1978;1;1;TRUE;07-04-78;23-04-78;16;21;28-04-78;1;7525;FALSE;FALSE;FALSE;4;0;7;1;0;5;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN479301;ANN4;1979;3;1;FALSE;11-10-79;25-10-79;14;15;26-10-79;7;6900;FALSE;FALSE;FALSE;4;0;16;0;0;5;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN480301;ANN4;1980;3;1;TRUE;11-10-80;23-10-80;12;19;30-10-80;1;7525;FALSE;FALSE;FALSE;4;0;14;5;0;6;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN481101;ANN4;1981;1;1;TRUE;08-04-81;25-04-81;17;0;  -   -;1;7525;FALSE;FALSE;FALSE;4;1200;7;2;0;3;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN481301;ANN4;1981;3;1;FALSE;04-09-81;10-10-81;36;0;  -   -;4;7300;FALSE;FALSE;FALSE;4;0;19;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Annapurna IV;7525
ANN481401;ANN4;1981;4;1;TRUE;23-11-81;22-12-81;29;35;28-12-81;1;7525;FALSE;FALSE;FALSE;3;0;8;3;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN483101;ANN4;1983;1;1;TRUE;02-04-83;09-05-83;37;0;  -   -;1;7525;FALSE;FALSE;FALSE;4;0;4;2;0;1;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN483301;ANN4;1983;3;1;TRUE;25-09-83;07-10-83;12;15;10-10-83;1;7525;FALSE;FALSE;FALSE;3;0;15;4;0;3;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN484302;ANN4;1984;3;1;FALSE;29-09-84;06-10-84;7;18;17-10-84;4;6400;FALSE;FALSE;FALSE;3;1400;10;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN484301;ANN4;1984;3;1;FALSE;28-09-84;06-10-84;8;13;11-10-84;8;6800;FALSE;FALSE;FALSE;2;1000;9;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN485301;ANN4;1985;3;1;FALSE;05-10-85;06-10-85;1;20;25-10-85;5;5000;FALSE;FALSE;FALSE;0;0;15;0;0;0;0;1;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN486101;ANN4;1986;1;1;TRUE;08-04-86;02-05-86;24;0;  -   -;1;7525;FALSE;FALSE;FALSE;3;0;35;6;0;5;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN486301;ANN4;1986;3;1;TRUE;23-10-86;07-11-86;15;0;  -   -;1;7525;FALSE;FALSE;FALSE;4;500;9;2;0;2;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN487101;ANN4;1987;1;1;FALSE;08-04-87;23-04-87;15;16;24-04-87;5;5700;FALSE;FALSE;FALSE;0;0;6;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN487302;ANN4;1987;3;1;FALSE;29-09-87;16-10-87;17;20;19-10-87;4;6460;FALSE;FALSE;FALSE;3;600;15;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN487301;ANN4;1987;3;1;TRUE;16-09-87;10-10-87;24;32;18-10-87;1;7525;FALSE;FALSE;FALSE;3;1600;7;1;0;4;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN489301;ANN4;1989;3;1;TRUE;21-08-89;20-09-89;30;32;  -   -;1;7525;FALSE;FALSE;FALSE;3;0;9;2;0;2;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;Annapurna IV;7525
ANN490301;ANN4;1990;3;1;FALSE;04-10-90;13-10-90;9;14;18-10-90;5;6600;FALSE;FALSE;FALSE;3;0;12;0;0;5;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN490302;ANN4;1990;3;1;FALSE;17-10-90;29-10-90;12;15;01-11-90;5;6800;FALSE;FALSE;FALSE;3;0;10;0;0;3;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN490303;ANN4;1990;3;1;TRUE;05-11-90;14-11-90;9;0;  -   -;1;7525;FALSE;FALSE;FALSE;3;0;8;1;0;7;4;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN491101;ANN4;1991;1;1;FALSE;03-04-91;19-04-91;16;17;20-04-91;4;5650;FALSE;FALSE;FALSE;1;500;6;0;0;3;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN491301;ANN4;1991;3;1;FALSE;27-08-91;05-09-91;9;11;07-09-91;4;6480;FALSE;FALSE;FALSE;1;0;1;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN491302;ANN4;1991;3;1;FALSE;09-09-91;09-10-91;30;34;13-10-91;4;7000;FALSE;FALSE;FALSE;3;0;1;0;0;5;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN491303;ANN4;1991;3;1;FALSE;01-11-91;15-11-91;14;19;20-11-91;4;6500;FALSE;FALSE;FALSE;3;700;9;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN492101;ANN4;1992;1;1;TRUE;31-03-92;05-05-92;35;39;09-05-92;1;7525;FALSE;FALSE;FALSE;5;800;12;5;0;0;0;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN492301;ANN4;1992;3;1;TRUE;01-09-92;21-09-92;20;24;25-09-92;1;7525;FALSE;FALSE;FALSE;3;2100;6;2;0;3;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN492303;ANN4;1992;3;1;TRUE;13-09-92;23-09-92;10;14;27-09-92;1;7525;FALSE;FALSE;FALSE;2;700;1;1;0;4;3;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN492302;ANN4;1992;3;1;TRUE;04-09-92;24-09-92;20;23;27-09-92;1;7525;FALSE;FALSE;FALSE;3;0;6;4;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
ANN492304;ANN4;1992;3;1;FALSE;16-09-92;02-10-92;16;22;08-10-92;4;6400;FALSE;FALSE;FALSE;3;0;6;0;0;5;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna IV;7525
MAKA88101;MAKA;1988;1;1;TRUE;06-04-88;27-04-88;21;0;  -   -;1;8485;TRUE;FALSE;FALSE;2;0;1;1;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Makalu;8485
MAKA88103;MAKA;1988;1;1;FALSE;13-04-88;08-05-88;25;38;21-05-88;4;7800;FALSE;FALSE;FALSE;4;0;9;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Makalu;8485
MAKA88102;MAKA;1988;1;1;FALSE;07-04-88;03-05-88;26;29;06-05-88;9;8300;FALSE;FALSE;FALSE;4;0;9;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Makalu;8485
KANG88101;KANG;1988;1;1;TRUE;03-04-88;03-05-88;30;0;  -   -;1;8586;FALSE;FALSE;FALSE;4;0;5;3;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Kangchenjunga;8586
KANG88102;KANG;1988;1;1;FALSE;06-04-88;20-05-88;44;53;29-05-88;4;7800;FALSE;FALSE;FALSE;4;0;4;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Kangchenjunga;8586
KANG88103;KANG;1988;1;1;FALSE;24-03-88;15-04-88;22;52;15-05-88;10;8450;FALSE;FALSE;FALSE;6;0;23;0;1;9;0;0;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Kangchenjunga;8586
MAKA88104;MAKA;1988;1;1;FALSE;  -   -;  -   -;0;0;  -   -;11;0;FALSE;FALSE;FALSE;0;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Makalu;8485
AMAD88101;AMAD;1988;1;1;FALSE;22-03-88;10-04-88;19;0;  -   -;5;5770;FALSE;FALSE;FALSE;1;0;4;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Ama Dablam;6814
AMAD88102;AMAD;1988;1;1;FALSE;23-03-88;15-04-88;23;25;17-04-88;5;6520;FALSE;FALSE;FALSE;3;0;6;0;1;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Ama Dablam;6814
BARU88102;BARU;1988;1;1;FALSE;25-04-88;07-05-88;12;0;  -   -;9;6500;FALSE;FALSE;FALSE;4;200;6;0;0;5;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Baruntse;7152
BARU88101;BARU;1988;1;1;FALSE;20-04-88;10-05-88;20;27;17-05-88;5;7070;FALSE;FALSE;FALSE;3;0;10;0;0;4;0;0;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Baruntse;7152
CHAM88101;CHAM;1988;1;1;FALSE;17-04-88;10-05-88;23;0;  -   -;2;7290;FALSE;FALSE;FALSE;3;350;6;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Chamlang;7321
KUSU88101;KUSU;1988;1;1;FALSE;10-04-88;23-04-88;13;18;28-04-88;9;6300;FALSE;FALSE;FALSE;0;0;6;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Kusum Kanguru;6370
LSHR88101;LSHR;1988;1;1;FALSE;02-04-88;12-05-88;40;48;20-05-88;4;7400;FALSE;FALSE;FALSE;4;0;5;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Lhotse Shar;8382
CHOY88102;CHOY;1988;1;2;FALSE;07-04-88;29-04-88;22;0;  -   -;8;7600;FALSE;FALSE;FALSE;4;0;5;0;0;6;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY88105;CHOY;1988;1;2;FALSE;27-04-88;08-05-88;11;18;15-05-88;4;7600;FALSE;FALSE;FALSE;6;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY88104;CHOY;1988;1;2;TRUE;20-04-88;10-05-88;20;0;  -   -;1;8188;FALSE;FALSE;FALSE;3;0;4;3;1;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY88101;CHOY;1988;1;2;TRUE;03-04-88;30-04-88;27;0;  -   -;1;8188;FALSE;FALSE;FALSE;6;0;6;1;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY88103;CHOY;1988;1;2;TRUE;14-04-88;01-05-88;17;28;12-05-88;1;8188;FALSE;FALSE;FALSE;3;0;8;4;0;4;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY88106;CHOY;1988;1;2;TRUE;25-05-88;30-05-88;5;0;  -   -;1;8188;FALSE;FALSE;FALSE;0;0;27;6;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
KTEG88101;KTEG;1988;1;1;FALSE;06-04-88;13-04-88;7;12;18-04-88;5;6100;FALSE;FALSE;FALSE;0;0;3;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Kangtega;6783
PUMO88101;PUMO;1988;1;1;TRUE;04-04-88;18-04-88;14;0;  -   -;1;7138;FALSE;FALSE;FALSE;3;0;4;2;1;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pumori;7138
PUMO88102;PUMO;1988;1;1;TRUE;06-04-88;26-04-88;20;0;  -   -;1;7138;FALSE;FALSE;FALSE;2;0;7;3;0;4;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pumori;7138
TAWO88101;TAWO;1988;1;1;FALSE;05-04-88;15-04-88;10;13;18-04-88;4;6400;FALSE;FALSE;FALSE;3;0;4;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Tawoche;6495
