exp_id;peak_id;year;season;host;success1;bc_date;summit_date;summit_days;tot_days;term_date;term_reason;high_point;traverse;ski;parapente;camps;rope;tot_members;summit_members;member_deaths;tot_hired;summit_hired;hired_deaths;nohired;o2used;o2none;o2climb;o2descent;o2sleep;o2medical;o2taken;o2unkwn;comrte;stdrte;primrte;primmem;primref;peak_name;height
DHA198103;DHA1;1998;1;1;TRUE;10-04-98;22-05-98;42;46;26-05-98;1;8167;FALSE;FALSE;FALSE;3;0;4;1;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Dhaulagiri I;8167
DHA198104;DHA1;1998;1;1;TRUE;11-04-98;22-05-98;41;45;26-05-98;1;8167;FALSE;FALSE;FALSE;3;0;6;2;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Dhaulagiri I;8167
DHA198107;DHA1;1998;1;1;TRUE;28-04-98;26-05-98;28;31;29-05-98;1;8167;FALSE;FALSE;FALSE;3;0;10;2;0;4;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Dhaulagiri I;8167
DHA198106;DHA1;1998;1;1;TRUE;27-04-98;23-05-98;26;31;28-05-98;1;8167;TRUE;FALSE;FALSE;3;0;15;7;0;0;0;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Dhaulagiri I;8167
EVER98113;EVER;1998;1;1;TRUE;06-04-98;25-05-98;49;53;29-05-98;1;8850;FALSE;FALSE;FALSE;4;0;10;2;0;9;3;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Everest;8850
EVER98106;EVER;1998;1;1;TRUE;29-03-98;20-05-98;52;55;23-05-98;1;8850;FALSE;FALSE;FALSE;4;0;6;1;0;13;0;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Everest;8850
PUMO98102;PUMO;1998;1;1;TRUE;07-05-98;18-05-98;11;14;21-05-98;1;7138;FALSE;FALSE;FALSE;2;1400;6;1;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pumori;7138
MAKA98101;MAKA;1998;1;1;FALSE;26-03-98;26-04-98;31;63;28-05-98;6;8300;FALSE;FALSE;FALSE;2;0;6;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Makalu;8485
MAKA98102;MAKA;1998;1;1;FALSE;10-04-98;15-05-98;35;39;19-05-98;4;7800;FALSE;FALSE;FALSE;3;0;6;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Makalu;8485
MAKA98103;MAKA;1998;1;1;TRUE;12-04-98;19-05-98;37;41;23-05-98;1;8485;FALSE;FALSE;FALSE;4;0;8;2;0;3;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Makalu;8485
NUPT98101;NUPT;1998;1;1;FALSE;06-04-98;25-04-98;19;0;  -   -;10;5700;FALSE;FALSE;FALSE;0;0;2;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Nuptse;7864
MAKA98105;MAKA;1998;1;1;TRUE;28-04-98;19-05-98;21;27;25-05-98;1;8485;FALSE;FALSE;FALSE;3;0;5;2;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Makalu;8485
PUMO98101;PUMO;1998;1;1;FALSE;06-04-98;20-04-98;14;0;  -   -;8;6460;FALSE;FALSE;FALSE;2;300;8;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pumori;7138
BARU98102;BARU;1998;1;1;FALSE;22-04-98;29-04-98;7;11;03-05-98;5;6100;FALSE;FALSE;FALSE;1;0;5;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Baruntse;7152
BARU98101;BARU;1998;1;1;FALSE;14-04-98;26-04-98;12;14;28-04-98;5;6750;FALSE;FALSE;FALSE;3;310;2;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Baruntse;7152
MAKA98104;MAKA;1998;1;1;TRUE;14-04-98;16-05-98;32;39;23-05-98;1;8485;FALSE;FALSE;FALSE;3;0;19;7;0;0;0;0;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Makalu;8485
KANG98102;KANG;1998;1;1;TRUE;28-03-98;15-05-98;48;52;19-05-98;6;8586;FALSE;FALSE;FALSE;4;0;10;5;2;0;0;0;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Kangchenjunga;8586
KANG98106;KANG;1998;1;1;TRUE;26-04-98;18-05-98;22;24;20-05-98;1;8586;FALSE;TRUE;FALSE;3;0;5;2;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Kangchenjunga;8586
KANG98101;KANG;1998;1;1;FALSE;04-03-98;08-04-98;35;62;05-05-98;4;8300;FALSE;FALSE;FALSE;3;0;3;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Kangchenjunga;8586
KANG98105;KANG;1998;1;1;TRUE;15-04-98;15-05-98;30;32;17-05-98;1;8586;FALSE;FALSE;FALSE;4;0;1;1;0;1;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Kangchenjunga;8586
KANG98104;KANG;1998;1;1;TRUE;08-04-98;09-05-98;31;35;13-05-98;1;8586;FALSE;FALSE;FALSE;4;850;10;7;0;5;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Kangchenjunga;8586
KANG98103;KANG;1998;1;1;TRUE;05-04-98;18-05-98;43;46;21-05-98;1;8586;FALSE;FALSE;FALSE;4;400;6;4;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Kangchenjunga;8586
JONG98102;JONG;1998;1;1;FALSE;20-04-98;15-05-98;25;32;22-05-98;5;6660;FALSE;FALSE;FALSE;2;0;6;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Jongsang;7462
JANU98102;JANU;1998;1;1;FALSE;16-04-98;06-05-98;20;23;09-05-98;4;6500;FALSE;FALSE;FALSE;4;400;6;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Jannu;7711
DROM98101;DROM;1998;1;1;FALSE;13-04-98;30-04-98;17;22;05-05-98;10;6000;FALSE;FALSE;FALSE;1;0;4;0;0;3;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Drohmo;6881
JONG98101;JONG;1998;1;1;FALSE;13-04-98;16-05-98;33;36;19-05-98;10;6250;FALSE;FALSE;FALSE;1;0;4;0;0;3;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Jongsang;7462
JANU98101;JANU;1998;1;1;FALSE;16-04-98;06-05-98;20;23;09-05-98;4;6500;FALSE;FALSE;FALSE;4;400;6;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Jannu;7711
AMAD58301;AMAD;1958;3;1;FALSE;  -   -;  -   -;0;0;  -   -;10;6000;FALSE;FALSE;FALSE;2;0;6;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Ama Dablam;6814
AMAD59101;AMAD;1959;1;1;FALSE;17-04-59;21-05-59;34;43;30-05-59;6;6550;FALSE;FALSE;FALSE;0;0;6;0;2;7;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Ama Dablam;6814
AMAD61101;AMAD;1961;1;1;TRUE;  -   -;13-03-61;0;0;  -   -;1;6814;FALSE;FALSE;FALSE;4;0;5;4;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;Ama Dablam;6814
AMPG53101;AMPG;1953;1;1;TRUE;  -   -;11-04-53;0;0;  -   -;1;5630;FALSE;FALSE;FALSE;0;0;4;4;0;0;0;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;Amphu Gyabjen;5630
AMPG59101;AMPG;1959;1;1;TRUE;17-04-59;23-04-59;6;43;30-05-59;1;5630;FALSE;FALSE;FALSE;0;0;5;5;0;1;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;Amphu Gyabjen;5630
ANN150101;ANN1;1950;1;1;FALSE;18-05-50;03-06-50;16;23;10-06-50;1;8091;FALSE;FALSE;FALSE;5;0;8;2;0;8;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Annapurna I;8091
ANN161101;ANN1;1961;1;1;FALSE;  -   -;  -   -;0;0;  -   -;14;6000;FALSE;FALSE;FALSE;0;0;1;0;0;0;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna I;8091
ANN170301;ANN1;1970;3;1;FALSE;  -   -;  -   -;0;0;  -   -;12;0;FALSE;FALSE;FALSE;0;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Annapurna I;8091
ANN182102;ANN1;1982;1;1;FALSE;05-04-82;06-05-82;31;34;09-05-82;4;7950;FALSE;FALSE;FALSE;5;0;16;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Annapurna I;8091
ANN186305;ANN1;1986;3;1;FALSE;  -   -;  -   -;0;0;  -   -;12;0;FALSE;FALSE;FALSE;0;0;0;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna I;8091
ANN250201;ANN2;1950;2;1;FALSE;  -   -;  -   -;0;0;  -   -;12;0;FALSE;FALSE;FALSE;0;0;6;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;Annapurna II;7937
ANN253101;ANN2;1953;1;1;FALSE;  -   -;  -   -;0;0;  -   -;12;0;FALSE;FALSE;FALSE;0;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Annapurna II;7937
ANN253301;ANN2;1953;3;1;FALSE;  -   -;  -   -;0;0;  -   -;12;0;FALSE;FALSE;FALSE;0;0;7;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Annapurna II;7937
ANN361101;ANN3;1961;1;1;TRUE;04-04-61;06-05-61;32;39;13-05-61;1;7555;FALSE;FALSE;FALSE;5;0;7;2;0;12;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna III;7555
ANN382302;ANN3;1982;3;1;TRUE;  -   -;25-10-82;0;0;  -   -;1;7555;FALSE;FALSE;FALSE;0;0;1;1;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna III;7555
ANNE84301;ANNE;1984;3;1;TRUE;17-09-84;23-10-84;36;46;02-11-84;1;8026;TRUE;FALSE;FALSE;4;0;6;2;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Annapurna I East;8026
ANNM80301;ANNM;1980;3;1;TRUE;11-09-80;03-10-80;22;29;10-10-80;1;8051;FALSE;FALSE;FALSE;5;0;7;3;1;8;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna I Middle;8051
ANNM84302;ANNM;1984;3;1;TRUE;17-09-84;24-10-84;37;46;02-11-84;1;8051;TRUE;FALSE;FALSE;4;0;6;2;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Annapurna I Middle;8051
ANNM84401;ANNM;1984;4;1;TRUE;22-11-84;07-12-84;15;0;  -   -;1;8051;FALSE;FALSE;FALSE;4;0;2;1;0;4;4;2;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Annapurna I Middle;8051
ANNS71101;ANNS;1971;1;1;FALSE;  -   -;  -   -;0;0;  -   -;7;4450;FALSE;FALSE;FALSE;1;0;4;0;0;0;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna South;7219
ANNS71301;ANNS;1971;3;1;FALSE;  -   -;15-10-71;0;0;  -   -;5;6500;FALSE;FALSE;FALSE;4;0;0;0;0;0;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Annapurna South;7219
APIM53101;APIM;1953;1;1;FALSE;  -   -;  -   -;0;0;  -   -;12;0;FALSE;FALSE;FALSE;0;0;3;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Api Main;7132
APIM54101;APIM;1954;1;1;FALSE;  -   -;15-06-54;0;0;  -   -;6;7100;FALSE;FALSE;FALSE;3;0;4;0;3;3;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Api Main;7132
APIM60101;APIM;1960;1;1;TRUE;21-04-60;10-05-60;19;26;17-05-60;1;7132;FALSE;FALSE;FALSE;4;0;5;3;0;7;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Api Main;7132
APIM71101;APIM;1971;1;1;FALSE;24-03-71;13-04-71;20;0;  -   -;10;6000;FALSE;FALSE;FALSE;2;1200;8;0;0;5;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Api Main;7132
BARU54301;BARU;1954;3;1;FALSE;15-09-54;  -   -;0;0;  -   -;10;6700;FALSE;FALSE;FALSE;2;0;3;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;Baruntse;7152
BARU80103;BARU;1980;1;1;TRUE;  -   -;07-04-80;0;0;  -   -;1;7152;FALSE;FALSE;FALSE;0;0;3;2;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;Baruntse;7152
BAUD54101;BAUD;1954;1;1;FALSE;  -   -;  -   -;0;0;  -   -;12;5500;FALSE;FALSE;FALSE;0;0;4;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Baudha;6672
BAUD71101;BAUD;1971;1;1;TRUE;15-03-71;12-04-71;28;35;19-04-71;1;6672;FALSE;FALSE;FALSE;4;0;5;3;0;5;3;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Baudha;6672
CHAM55301;CHAM;1955;3;1;FALSE;  -   -;  -   -;0;0;  -   -;12;0;FALSE;FALSE;FALSE;0;0;3;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;Chamlang;7321
CHAM62101;CHAM;1962;1;1;TRUE;03-05-62;31-05-62;28;37;09-06-62;1;7321;FALSE;FALSE;FALSE;4;1000;7;1;0;5;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Chamlang;7321
CHMN53101;CHMN;1953;1;1;TRUE;  -   -;05-06-53;0;0;10-06-53;1;7165;FALSE;FALSE;FALSE;5;0;4;3;0;2;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Chamar North;7165
CHEO87301;CHEO;1987;3;1;FALSE;  -   -;  -   -;0;0;  -   -;12;0;FALSE;FALSE;FALSE;0;0;0;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Cheo Himal;6820
CHOY51301;CHOY;1951;3;1;FALSE;  -   -;  -   -;0;0;  -   -;12;5800;FALSE;FALSE;FALSE;0;0;6;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Cho Oyu;8188
CHOY52101;CHOY;1952;1;1;FALSE;05-05-52;09-05-52;4;5;10-05-52;10;6800;FALSE;FALSE;FALSE;2;0;10;0;0;18;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY54301;CHOY;1954;3;1;TRUE;27-09-54;19-10-54;22;27;24-10-54;1;8188;FALSE;FALSE;FALSE;4;0;3;2;0;7;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY54302;CHOY;1954;3;1;FALSE;11-10-54;28-10-54;17;21;01-11-54;4;7700;FALSE;FALSE;FALSE;4;0;7;0;0;9;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY58101;CHOY;1958;1;1;TRUE;19-04-58;15-05-58;26;28;17-05-58;1;8188;FALSE;FALSE;FALSE;3;0;8;1;1;7;1;0;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY59301;CHOY;1959;3;1;FALSE;14-09-59;29-09-59;15;31;15-10-59;6;7100;FALSE;FALSE;FALSE;4;0;12;0;2;11;0;2;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY77101;CHOY;1977;1;1;FALSE;  -   -;  -   -;0;0;  -   -;14;6800;FALSE;FALSE;FALSE;0;0;1;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY80301;CHOY;1980;3;1;FALSE;07-10-80;14-10-80;7;9;16-10-80;7;7600;FALSE;FALSE;FALSE;2;90;1;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY81301;CHOY;1981;3;1;FALSE;  -   -;12-11-81;0;0;  -   -;4;7800;FALSE;FALSE;FALSE;0;0;1;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY82301;CHOY;1982;3;1;FALSE;16-10-82;26-10-82;10;14;30-10-82;9;8100;FALSE;FALSE;FALSE;3;90;1;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY83303;CHOY;1983;3;1;TRUE;25-09-83;15-11-83;51;0;  -   -;1;8188;FALSE;FALSE;FALSE;2;0;2;2;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOY87104;CHOY;1987;1;2;FALSE;  -   -;  -   -;0;0;  -   -;4;6500;FALSE;FALSE;FALSE;0;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Cho Oyu;8188
CHOB60301;CHOB;1960;3;1;FALSE;06-10-60;  -   -;0;26;01-11-60;12;0;FALSE;FALSE;FALSE;0;0;6;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;Chobuje;6686
CHOL86401;CHOL;1986;4;1;FALSE;  -   -;  -   -;0;0;  -   -;12;0;FALSE;FALSE;FALSE;0;0;4;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Cholatse;6423
CHUG72101;CHUG;1972;1;1;FALSE;  -   -;  -   -;0;0;  -   -;5;5700;FALSE;FALSE;FALSE;0;0;5;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;Chukyima Go;6258
CHUG72102;CHUG;1972;1;1;FALSE;  -   -;  -   -;0;0;  -   -;14;6050;FALSE;FALSE;FALSE;0;0;3;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Chukyima Go;6258
CHUR62101;CHUR;1962;1;1;FALSE;03-06-62;  -   -;0;7;10-06-62;9;5750;FALSE;FALSE;FALSE;0;0;4;0;0;5;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;Churen Himal Central;7385
CHRW71101;CHRW;1971;1;1;FALSE;08-04-71;26-05-71;48;58;05-06-71;4;6700;FALSE;FALSE;FALSE;5;0;6;0;0;3;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Churen Himal West;7371
CHUR85101;CHUR;1985;1;1;FALSE;  -   -;  -   -;0;0;  -   -;12;0;FALSE;FALSE;FALSE;0;0;9;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Churen Himal Central;7385
TAPL63101;TAPL;1963;1;1;FALSE;28-04-63;01-06-63;34;0;  -   -;10;6400;FALSE;FALSE;FALSE;2;0;6;0;0;5;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;Taple Shikhar;6447
CTSE35201;CTSE;1935;2;2;FALSE;  -   -;  -   -;0;0;  -   -;5;7100;FALSE;FALSE;FALSE;3;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;Changtse;7583
CTSE36101;CTSE;1936;1;2;FALSE;26-04-36;14-06-36;49;52;17-06-36;10;7130;FALSE;FALSE;FALSE;0;0;4;0;0;0;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Changtse;7583
CTSE52101;CTSE;1952;1;2;FALSE;  -   -;  -   -;0;0;  -   -;10;6600;FALSE;FALSE;FALSE;2;0;3;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Changtse;7583
CTSE82302;CTSE;1982;3;2;FALSE;  -   -;  -   -;0;0;  -   -;3;7583;FALSE;FALSE;FALSE;0;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Changtse;7583
CTSE83101;CTSE;1983;1;2;TRUE;24-03-83;14-05-83;51;0;  -   -;1;7583;FALSE;FALSE;FALSE;0;0;2;1;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Changtse;7583
CTSE86101;CTSE;1986;1;2;TRUE;23-04-86;10-05-86;17;0;  -   -;1;7583;FALSE;FALSE;FALSE;0;0;48;24;0;0;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Changtse;7583
